SALE_ID,SALE_TIME,ITEM_ID,ITEM_NAME,VENDOR_ID,POS_ID,EMPLOYEE_ID,UNITS_SOLD,GROSS_SALES,NET_SALES,DISCOUNTS,DISCOUNT_NAME
S00010895,2024-02-29 18:39:00,I001,HOT DOG,V011,P15,E246,1,8.5,8.5,0.0,
S00010896,2024-02-20 18:14:00,I007,DRAFT BEER,V010,P44,E148,1,14.0,14.0,0.0,
S00010897,2024-01-16 18:50:00,I002,CHEESEBURGER,V003,P32,E298,1,12.5,12.5,0.0,
S00010897,2024-01-16 18:50:00,I001,HOT DOG,V003,P32,E298,2,17.0,17.0,0.0,
S00010898,2024-01-23 19:58:00,I012,ENERGY DRINK,V003,P14,E346,1,7.5,7.5,0.0,
S00010898,2024-01-23 19:58:00,I007,DRAFT BEER,V003,P14,E346,1,14.0,12.6,1.4,MEMBER_10PCT
S00010899,2024-01-25 20:10:00,I004,POPCORN,V010,P22,E094,1,7.0,7.0,0.0,
S00010899,2024-01-25 20:10:00,I011,NACHOS,V010,P22,E094,1,10.0,10.0,0.0,
S00010899,2024-01-25 20:10:00,I012,ENERGY DRINK,V010,P22,E094,1,7.5,7.5,0.0,
S00010900,2024-01-06 21:54:00,I007,DRAFT BEER,V001,P41,E147,1,14.0,14.0,0.0,
S00010900,2024-01-06 21:54:00,I006,WATER,V001,P41,E147,1,5.0,3.0,2.0,PROMO_2_OFF
S00010900,2024-01-06 21:54:00,I001,HOT DOG,V001,P41,E147,2,17.0,17.0,0.0,
S00010901,2024-02-15 22:47:00,I008,CANNED BEER,V003,P40,E126,1,12.0,12.0,0.0,
S00010902,2024-01-23 18:22:00,I006,WATER,V030,P42,E215,1,5.0,5.0,0.0,
S00010902,2024-01-23 18:22:00,I007,DRAFT BEER,V030,P42,E215,1,14.0,14.0,0.0,
S00010902,2024-01-23 18:22:00,I011,NACHOS,V030,P42,E215,1,10.0,10.0,0.0,
S00010903,2024-01-23 20:45:00,I010,CHICKEN TENDERS,V010,P49,E273,1,13.5,13.5,0.0,
S00010903,2024-01-23 20:45:00,I003,FRIES,V010,P49,E273,1,6.0,6.0,0.0,
S00010903,2024-01-23 20:45:00,I002,CHEESEBURGER,V010,P49,E273,1,12.5,10.5,2.0,PROMO_2_OFF
S00010904,2024-02-01 17:08:00,I006,WATER,V002,P33,E131,1,5.0,3.0,2.0,PROMO_2_OFF
S00010904,2024-02-01 17:08:00,I008,CANNED BEER,V002,P33,E131,1,12.0,12.0,0.0,
S00010905,2024-01-27 21:31:00,I005,SODA,V001,P14,E049,2,12.0,12.0,0.0,
S00010906,2024-02-03 21:49:00,I002,CHEESEBURGER,V003,P48,E188,1,12.5,12.5,0.0,
S00010906,2024-02-03 21:49:00,I007,DRAFT BEER,V003,P48,E188,1,14.0,14.0,0.0,
S00010907,2024-01-23 18:59:00,I007,DRAFT BEER,V030,P03,E079,1,14.0,14.0,0.0,
S00010907,2024-01-23 18:59:00,I006,WATER,V030,P03,E079,1,5.0,5.0,0.0,
S00010907,2024-01-23 18:59:00,I001,HOT DOG,V030,P03,E079,1,8.5,8.5,0.0,
S00010907,2024-01-23 18:59:00,I007,DRAFT BEER,V030,P03,E079,2,28.0,28.0,0.0,
S00010908,2024-01-23 22:16:00,I003,FRIES,V030,P07,E007,2,12.0,12.0,0.0,
S00010909,2024-02-29 20:53:00,I010,CHICKEN TENDERS,V010,P30,E085,2,27.0,27.0,0.0,
S00010909,2024-02-29 20:53:00,I005,SODA,V010,P30,E085,2,12.0,12.0,0.0,
S00010910,2024-02-13 22:26:00,I001,HOT DOG,V001,P18,E080,2,17.0,15.3,1.7,MEMBER_10PCT
S00010911,2024-01-02 20:20:00,I011,NACHOS,V011,P37,E193,1,10.0,10.0,0.0,
S00010911,2024-01-02 20:20:00,I005,SODA,V011,P37,E193,1,6.0,6.0,0.0,
S00010912,2024-02-24 20:26:00,I007,DRAFT BEER,V011,P27,E261,1,14.0,14.0,0.0,
S00010912,2024-02-24 20:26:00,I009,COCKTAIL,V011,P27,E261,1,18.0,18.0,0.0,
S00010912,2024-02-24 20:26:00,I008,CANNED BEER,V011,P27,E261,2,24.0,24.0,0.0,
S00010913,2024-02-29 22:04:00,I002,CHEESEBURGER,V001,P06,E028,1,12.5,12.5,0.0,
S00010913,2024-02-29 22:04:00,I001,HOT DOG,V001,P06,E028,1,8.5,4.25,4.25,BOGO_50
S00010913,2024-02-29 22:04:00,I007,DRAFT BEER,V001,P06,E028,1,14.0,14.0,0.0,
S00010914,2024-01-23 17:16:00,I007,DRAFT BEER,V002,P41,E008,1,14.0,7.0,7.0,BOGO_50
S00010915,2024-01-04 18:37:00,I009,COCKTAIL,V003,P25,E297,1,18.0,18.0,0.0,
S00010915,2024-01-04 18:37:00,I011,NACHOS,V003,P25,E297,1,10.0,10.0,0.0,
S00010915,2024-01-04 18:37:00,I001,HOT DOG,V003,P25,E297,1,8.5,4.25,4.25,BOGO_50
S00010916,2024-02-08 22:36:00,I009,COCKTAIL,V020,P12,E337,2,36.0,32.4,3.6,MEMBER_10PCT
S00010917,2024-02-24 19:35:00,I003,FRIES,V002,P30,E304,1,6.0,6.0,0.0,
S00010917,2024-02-24 19:35:00,I002,CHEESEBURGER,V002,P30,E304,2,25.0,23.0,2.0,PROMO_2_OFF
S00010917,2024-02-24 19:35:00,I009,COCKTAIL,V002,P30,E304,1,18.0,18.0,0.0,
S00010918,2024-01-16 22:06:00,I004,POPCORN,V011,P03,E062,2,14.0,14.0,0.0,
S00010919,2024-01-16 17:46:00,I004,POPCORN,V001,P02,E079,1,7.0,7.0,0.0,
S00010919,2024-01-16 17:46:00,I003,FRIES,V001,P02,E079,1,6.0,5.4,0.6,MEMBER_10PCT
S00010919,2024-01-16 17:46:00,I005,SODA,V001,P02,E079,2,12.0,12.0,0.0,
S00010919,2024-01-16 17:46:00,I011,NACHOS,V001,P02,E079,1,10.0,10.0,0.0,
S00010920,2024-02-15 19:42:00,I007,DRAFT BEER,V011,P37,E389,1,14.0,7.0,7.0,BOGO_50
S00010920,2024-02-15 19:42:00,I007,DRAFT BEER,V011,P37,E389,1,14.0,14.0,0.0,
S00010920,2024-02-15 19:42:00,I011,NACHOS,V011,P37,E389,1,10.0,10.0,0.0,
S00010920,2024-02-15 19:42:00,I011,NACHOS,V011,P37,E389,2,20.0,20.0,0.0,
S00010921,2024-01-20 21:09:00,I004,POPCORN,V030,P27,E335,2,14.0,14.0,0.0,
S00010921,2024-01-20 21:09:00,I003,FRIES,V030,P27,E335,1,6.0,4.0,2.0,PROMO_2_OFF
S00010921,2024-01-20 21:09:00,I003,FRIES,V030,P27,E335,1,6.0,6.0,0.0,
S00010922,2024-02-20 21:27:00,I012,ENERGY DRINK,V001,P16,E035,1,7.5,5.5,2.0,PROMO_2_OFF
S00010922,2024-02-20 21:27:00,I003,FRIES,V001,P16,E035,1,6.0,6.0,0.0,
S00010923,2024-01-04 20:03:00,I008,CANNED BEER,V003,P42,E275,2,24.0,24.0,0.0,
S00010923,2024-01-04 20:03:00,I002,CHEESEBURGER,V003,P42,E275,2,25.0,25.0,0.0,
S00010923,2024-01-04 20:03:00,I012,ENERGY DRINK,V003,P42,E275,2,15.0,15.0,0.0,
S00010923,2024-01-04 20:03:00,I011,NACHOS,V003,P42,E275,1,10.0,10.0,0.0,
S00010924,2024-02-01 20:41:00,I003,FRIES,V002,P13,E136,1,6.0,6.0,0.0,
S00010924,2024-02-01 20:41:00,I009,COCKTAIL,V002,P13,E136,1,18.0,16.0,2.0,PROMO_2_OFF
S00010925,2024-02-08 20:28:00,I008,CANNED BEER,V011,P01,E099,1,12.0,12.0,0.0,
S00010925,2024-02-08 20:28:00,I009,COCKTAIL,V011,P01,E099,2,36.0,36.0,0.0,
S00010925,2024-02-08 20:28:00,I001,HOT DOG,V011,P01,E099,2,17.0,17.0,0.0,
S00010926,2024-01-02 22:50:00,I008,CANNED BEER,V010,P08,E339,1,12.0,12.0,0.0,
S00010926,2024-01-02 22:50:00,I008,CANNED BEER,V010,P08,E339,1,12.0,12.0,0.0,
S00010927,2024-01-20 18:06:00,I009,COCKTAIL,V003,P24,E247,1,18.0,18.0,0.0,
S00010927,2024-01-20 18:06:00,I006,WATER,V003,P24,E247,1,5.0,5.0,0.0,
S00010927,2024-01-20 18:06:00,I003,FRIES,V003,P24,E247,1,6.0,6.0,0.0,
S00010927,2024-01-20 18:06:00,I002,CHEESEBURGER,V003,P24,E247,1,12.5,12.5,0.0,
S00010928,2024-02-15 21:40:00,I008,CANNED BEER,V003,P14,E315,1,12.0,10.8,1.2,MEMBER_10PCT
S00010928,2024-02-15 21:40:00,I001,HOT DOG,V003,P14,E315,1,8.5,8.5,0.0,
S00010928,2024-02-15 21:40:00,I003,FRIES,V003,P14,E315,1,6.0,6.0,0.0,
S00010928,2024-02-15 21:40:00,I006,WATER,V003,P14,E315,1,5.0,5.0,0.0,
S00010929,2024-02-17 18:52:00,I007,DRAFT BEER,V002,P18,E369,2,28.0,25.2,2.8,MEMBER_10PCT
S00010929,2024-02-17 18:52:00,I009,COCKTAIL,V002,P18,E369,1,18.0,18.0,0.0,
S00010930,2024-02-13 17:30:00,I002,CHEESEBURGER,V002,P40,E221,1,12.5,12.5,0.0,
S00010930,2024-02-13 17:30:00,I009,COCKTAIL,V002,P40,E221,2,36.0,36.0,0.0,
S00010930,2024-02-13 17:30:00,I009,COCKTAIL,V002,P40,E221,2,36.0,36.0,0.0,
S00010931,2024-01-09 19:22:00,I010,CHICKEN TENDERS,V002,P17,E061,1,13.5,13.5,0.0,
S00010931,2024-01-09 19:22:00,I001,HOT DOG,V002,P17,E061,1,8.5,8.5,0.0,
S00010932,2024-01-18 19:56:00,I006,WATER,V011,P45,E004,1,5.0,5.0,0.0,
S00010932,2024-01-18 19:56:00,I010,CHICKEN TENDERS,V011,P45,E004,1,13.5,13.5,0.0,
S00010932,2024-01-18 19:56:00,I001,HOT DOG,V011,P45,E004,2,17.0,17.0,0.0,
S00010933,2024-01-30 18:22:00,I009,COCKTAIL,V011,P36,E357,1,18.0,9.0,9.0,BOGO_50
S00010933,2024-01-30 18:22:00,I002,CHEESEBURGER,V011,P36,E357,1,12.5,12.5,0.0,
S00010933,2024-01-30 18:22:00,I002,CHEESEBURGER,V011,P36,E357,1,12.5,11.25,1.25,MEMBER_10PCT
S00010933,2024-01-30 18:22:00,I009,COCKTAIL,V011,P36,E357,1,18.0,18.0,0.0,
S00010934,2024-01-09 20:44:00,I001,HOT DOG,V001,P45,E075,1,8.5,6.5,2.0,PROMO_2_OFF
S00010934,2024-01-09 20:44:00,I009,COCKTAIL,V001,P45,E075,1,18.0,18.0,0.0,
S00010934,2024-01-09 20:44:00,I010,CHICKEN TENDERS,V001,P45,E075,1,13.5,13.5,0.0,
S00010934,2024-01-09 20:44:00,I010,CHICKEN TENDERS,V001,P45,E075,1,13.5,11.5,2.0,PROMO_2_OFF
S00010935,2024-01-20 19:42:00,I001,HOT DOG,V011,P29,E163,1,8.5,8.5,0.0,
S00010935,2024-01-20 19:42:00,I008,CANNED BEER,V011,P29,E163,2,24.0,24.0,0.0,
S00010935,2024-01-20 19:42:00,I010,CHICKEN TENDERS,V011,P29,E163,1,13.5,6.75,6.75,BOGO_50
S00010936,2024-01-20 18:55:00,I008,CANNED BEER,V001,P27,E369,2,24.0,24.0,0.0,
S00010936,2024-01-20 18:55:00,I004,POPCORN,V001,P27,E369,2,14.0,12.0,2.0,PROMO_2_OFF
S00010936,2024-01-20 18:55:00,I008,CANNED BEER,V001,P27,E369,2,24.0,21.6,2.4,MEMBER_10PCT
S00010936,2024-01-20 18:55:00,I011,NACHOS,V001,P27,E369,1,10.0,10.0,0.0,
S00010937,2024-02-20 22:51:00,I003,FRIES,V003,P45,E284,1,6.0,6.0,0.0,
S00010937,2024-02-20 22:51:00,I010,CHICKEN TENDERS,V003,P45,E284,1,13.5,12.15,1.35,MEMBER_10PCT
S00010937,2024-02-20 22:51:00,I001,HOT DOG,V003,P45,E284,1,8.5,8.5,0.0,
S00010937,2024-02-20 22:51:00,I006,WATER,V003,P45,E284,2,10.0,7.5,2.5,BOGO_50
S00010938,2024-02-10 22:18:00,I001,HOT DOG,V030,P14,E343,2,17.0,17.0,0.0,
S00010938,2024-02-10 22:18:00,I002,CHEESEBURGER,V030,P14,E343,1,12.5,12.5,0.0,
S00010938,2024-02-10 22:18:00,I007,DRAFT BEER,V030,P14,E343,1,14.0,12.6,1.4,MEMBER_10PCT
S00010938,2024-02-10 22:18:00,I008,CANNED BEER,V030,P14,E343,1,12.0,12.0,0.0,
S00010939,2024-01-27 19:54:00,I012,ENERGY DRINK,V002,P42,E388,2,15.0,15.0,0.0,
S00010939,2024-01-27 19:54:00,I011,NACHOS,V002,P42,E388,2,20.0,20.0,0.0,
S00010939,2024-01-27 19:54:00,I004,POPCORN,V002,P42,E388,2,14.0,14.0,0.0,
S00010939,2024-01-27 19:54:00,I004,POPCORN,V002,P42,E388,1,7.0,7.0,0.0,
S00010940,2024-01-23 18:33:00,I010,CHICKEN TENDERS,V011,P35,E396,1,13.5,13.5,0.0,
S00010940,2024-01-23 18:33:00,I003,FRIES,V011,P35,E396,2,12.0,12.0,0.0,
S00010941,2024-01-25 20:02:00,I010,CHICKEN TENDERS,V011,P50,E329,1,13.5,13.5,0.0,
S00010942,2024-01-16 19:22:00,I011,NACHOS,V010,P31,E273,1,10.0,10.0,0.0,
S00010942,2024-01-16 19:22:00,I006,WATER,V010,P31,E273,1,5.0,2.5,2.5,BOGO_50
S00010942,2024-01-16 19:22:00,I009,COCKTAIL,V010,P31,E273,2,36.0,36.0,0.0,
S00010943,2024-01-20 18:02:00,I002,CHEESEBURGER,V001,P49,E111,1,12.5,12.5,0.0,
S00010943,2024-01-20 18:02:00,I006,WATER,V001,P49,E111,2,10.0,10.0,0.0,
S00010944,2024-01-13 22:28:00,I010,CHICKEN TENDERS,V010,P09,E022,2,27.0,24.3,2.7,MEMBER_10PCT
S00010944,2024-01-13 22:28:00,I010,CHICKEN TENDERS,V010,P09,E022,1,13.5,13.5,0.0,
S00010945,2024-02-13 20:06:00,I002,CHEESEBURGER,V003,P07,E220,1,12.5,12.5,0.0,
S00010945,2024-02-13 20:06:00,I001,HOT DOG,V003,P07,E220,1,8.5,7.65,0.85,MEMBER_10PCT
S00010946,2024-02-06 21:12:00,I007,DRAFT BEER,V011,P09,E129,1,14.0,14.0,0.0,
S00010946,2024-02-06 21:12:00,I011,NACHOS,V011,P09,E129,1,10.0,10.0,0.0,
S00010946,2024-02-06 21:12:00,I011,NACHOS,V011,P09,E129,2,20.0,20.0,0.0,
S00010946,2024-02-06 21:12:00,I002,CHEESEBURGER,V011,P09,E129,1,12.5,12.5,0.0,
S00010947,2024-02-03 21:10:00,I011,NACHOS,V010,P49,E055,1,10.0,5.0,5.0,BOGO_50
S00010948,2024-01-16 18:36:00,I002,CHEESEBURGER,V010,P46,E104,1,12.5,12.5,0.0,
S00010949,2024-02-06 19:35:00,I003,FRIES,V020,P44,E131,1,6.0,5.4,0.6,MEMBER_10PCT
S00010949,2024-02-06 19:35:00,I004,POPCORN,V020,P44,E131,1,7.0,3.5,3.5,BOGO_50
S00010950,2024-01-11 22:09:00,I008,CANNED BEER,V002,P02,E366,1,12.0,12.0,0.0,
S00010950,2024-01-11 22:09:00,I004,POPCORN,V002,P02,E366,1,7.0,7.0,0.0,
S00010950,2024-01-11 22:09:00,I004,POPCORN,V002,P02,E366,1,7.0,7.0,0.0,
S00010951,2024-02-06 22:07:00,I007,DRAFT BEER,V001,P07,E082,1,14.0,14.0,0.0,
S00010951,2024-02-06 22:07:00,I004,POPCORN,V001,P07,E082,1,7.0,7.0,0.0,
S00010951,2024-02-06 22:07:00,I005,SODA,V001,P07,E082,1,6.0,4.0,2.0,PROMO_2_OFF
S00010951,2024-02-06 22:07:00,I009,COCKTAIL,V001,P07,E082,1,18.0,18.0,0.0,
S00010952,2024-01-02 20:33:00,I008,CANNED BEER,V030,P15,E172,1,12.0,10.8,1.2,MEMBER_10PCT
S00010952,2024-01-02 20:33:00,I008,CANNED BEER,V030,P15,E172,1,12.0,12.0,0.0,
S00010952,2024-01-02 20:33:00,I008,CANNED BEER,V030,P15,E172,1,12.0,10.0,2.0,PROMO_2_OFF
S00010953,2024-02-13 19:51:00,I008,CANNED BEER,V010,P29,E189,1,12.0,10.0,2.0,PROMO_2_OFF
S00010953,2024-02-13 19:51:00,I006,WATER,V010,P29,E189,1,5.0,5.0,0.0,
S00010954,2024-01-11 18:40:00,I007,DRAFT BEER,V002,P49,E116,1,14.0,14.0,0.0,
S00010955,2024-01-16 20:05:00,I009,COCKTAIL,V003,P09,E270,1,18.0,18.0,0.0,
S00010955,2024-01-16 20:05:00,I007,DRAFT BEER,V003,P09,E270,1,14.0,14.0,0.0,
S00010955,2024-01-16 20:05:00,I010,CHICKEN TENDERS,V003,P09,E270,1,13.5,13.5,0.0,
S00010955,2024-01-16 20:05:00,I012,ENERGY DRINK,V003,P09,E270,1,7.5,6.75,0.75,MEMBER_10PCT
S00010956,2024-02-13 21:44:00,I005,SODA,V002,P43,E168,1,6.0,6.0,0.0,
S00010956,2024-02-13 21:44:00,I011,NACHOS,V002,P43,E168,1,10.0,10.0,0.0,
S00010956,2024-02-13 21:44:00,I004,POPCORN,V002,P43,E168,2,14.0,10.5,3.5,BOGO_50
S00010957,2024-02-20 17:19:00,I006,WATER,V003,P20,E168,1,5.0,4.5,0.5,MEMBER_10PCT
S00010957,2024-02-20 17:19:00,I008,CANNED BEER,V003,P20,E168,2,24.0,24.0,0.0,
S00010958,2024-01-11 21:44:00,I011,NACHOS,V003,P25,E137,1,10.0,5.0,5.0,BOGO_50
S00010959,2024-02-08 19:29:00,I008,CANNED BEER,V003,P47,E340,1,12.0,6.0,6.0,BOGO_50
S00010960,2024-02-29 23:22:00,I009,COCKTAIL,V011,P05,E198,2,36.0,36.0,0.0,
S00010961,2024-02-20 19:59:00,I008,CANNED BEER,V010,P27,E199,1,12.0,12.0,0.0,
S00010961,2024-02-20 19:59:00,I003,FRIES,V010,P27,E199,1,6.0,5.4,0.6,MEMBER_10PCT
S00010961,2024-02-20 19:59:00,I003,FRIES,V010,P27,E199,1,6.0,6.0,0.0,
S00010961,2024-02-20 19:59:00,I011,NACHOS,V010,P27,E199,1,10.0,10.0,0.0,
S00010962,2024-01-18 21:23:00,I008,CANNED BEER,V001,P01,E247,1,12.0,12.0,0.0,
S00010962,2024-01-18 21:23:00,I006,WATER,V001,P01,E247,1,5.0,5.0,0.0,
S00010962,2024-01-18 21:23:00,I009,COCKTAIL,V001,P01,E247,1,18.0,18.0,0.0,
S00010963,2024-01-02 21:31:00,I006,WATER,V001,P10,E143,2,10.0,10.0,0.0,
S00010964,2024-01-04 21:21:00,I012,ENERGY DRINK,V001,P30,E108,1,7.5,6.75,0.75,MEMBER_10PCT
S00010964,2024-01-04 21:21:00,I001,HOT DOG,V001,P30,E108,1,8.5,8.5,0.0,
S00010964,2024-01-04 21:21:00,I007,DRAFT BEER,V001,P30,E108,1,14.0,14.0,0.0,
S00010965,2024-02-03 23:32:00,I010,CHICKEN TENDERS,V003,P14,E062,1,13.5,13.5,0.0,
S00010965,2024-02-03 23:32:00,I007,DRAFT BEER,V003,P14,E062,1,14.0,12.0,2.0,PROMO_2_OFF
S00010965,2024-02-03 23:32:00,I002,CHEESEBURGER,V003,P14,E062,1,12.5,11.25,1.25,MEMBER_10PCT
S00010965,2024-02-03 23:32:00,I008,CANNED BEER,V003,P14,E062,1,12.0,12.0,0.0,
S00010966,2024-02-15 18:15:00,I002,CHEESEBURGER,V020,P09,E208,1,12.5,12.5,0.0,
S00010966,2024-02-15 18:15:00,I010,CHICKEN TENDERS,V020,P09,E208,1,13.5,12.15,1.35,MEMBER_10PCT
S00010966,2024-02-15 18:15:00,I005,SODA,V020,P09,E208,1,6.0,6.0,0.0,
S00010966,2024-02-15 18:15:00,I007,DRAFT BEER,V020,P09,E208,1,14.0,14.0,0.0,
S00010967,2024-02-10 20:57:00,I006,WATER,V003,P12,E257,2,10.0,10.0,0.0,
S00010967,2024-02-10 20:57:00,I004,POPCORN,V003,P12,E257,2,14.0,14.0,0.0,
S00010967,2024-02-10 20:57:00,I012,ENERGY DRINK,V003,P12,E257,1,7.5,7.5,0.0,
S00010968,2024-01-25 18:28:00,I009,COCKTAIL,V002,P50,E075,1,18.0,18.0,0.0,
S00010968,2024-01-25 18:28:00,I010,CHICKEN TENDERS,V002,P50,E075,1,13.5,13.5,0.0,
S00010968,2024-01-25 18:28:00,I008,CANNED BEER,V002,P50,E075,1,12.0,12.0,0.0,
S00010968,2024-01-25 18:28:00,I009,COCKTAIL,V002,P50,E075,1,18.0,18.0,0.0,
S00010969,2024-02-27 22:42:00,I012,ENERGY DRINK,V010,P14,E058,2,15.0,15.0,0.0,
S00010969,2024-02-27 22:42:00,I010,CHICKEN TENDERS,V010,P14,E058,2,27.0,27.0,0.0,
S00010970,2024-01-23 21:31:00,I010,CHICKEN TENDERS,V001,P34,E329,1,13.5,13.5,0.0,
S00010971,2024-02-24 21:10:00,I004,POPCORN,V030,P15,E396,1,7.0,6.3,0.7,MEMBER_10PCT
S00010971,2024-02-24 21:10:00,I001,HOT DOG,V030,P15,E396,1,8.5,8.5,0.0,
S00010971,2024-02-24 21:10:00,I001,HOT DOG,V030,P15,E396,2,17.0,15.3,1.7,MEMBER_10PCT
S00010972,2024-02-24 20:49:00,I002,CHEESEBURGER,V003,P27,E257,1,12.5,12.5,0.0,
S00010972,2024-02-24 20:49:00,I004,POPCORN,V003,P27,E257,1,7.0,7.0,0.0,
S00010972,2024-02-24 20:49:00,I001,HOT DOG,V003,P27,E257,1,8.5,4.25,4.25,BOGO_50
S00010973,2024-01-09 23:39:00,I012,ENERGY DRINK,V002,P05,E040,1,7.5,7.5,0.0,
S00010973,2024-01-09 23:39:00,I011,NACHOS,V002,P05,E040,1,10.0,10.0,0.0,
S00010973,2024-01-09 23:39:00,I007,DRAFT BEER,V002,P05,E040,1,14.0,14.0,0.0,
S00010973,2024-01-09 23:39:00,I006,WATER,V002,P05,E040,1,5.0,5.0,0.0,
S00010974,2024-01-11 22:28:00,I008,CANNED BEER,V011,P02,E230,1,12.0,10.0,2.0,PROMO_2_OFF
S00010974,2024-01-11 22:28:00,I002,CHEESEBURGER,V011,P02,E230,1,12.5,12.5,0.0,
S00010974,2024-01-11 22:28:00,I001,HOT DOG,V011,P02,E230,1,8.5,6.5,2.0,PROMO_2_OFF
S00010975,2024-01-10 00:04:00,I006,WATER,V010,P01,E341,1,5.0,5.0,0.0,
S00010975,2024-01-10 00:04:00,I008,CANNED BEER,V010,P01,E341,1,12.0,12.0,0.0,
S00010975,2024-01-10 00:04:00,I005,SODA,V010,P01,E341,1,6.0,3.0,3.0,BOGO_50
S00010975,2024-01-10 00:04:00,I010,CHICKEN TENDERS,V010,P01,E341,2,27.0,27.0,0.0,
S00010976,2024-01-30 17:23:00,I012,ENERGY DRINK,V011,P19,E339,2,15.0,11.25,3.75,BOGO_50
S00010976,2024-01-30 17:23:00,I008,CANNED BEER,V011,P19,E339,2,24.0,18.0,6.0,BOGO_50
S00010976,2024-01-30 17:23:00,I005,SODA,V011,P19,E339,1,6.0,5.4,0.6,MEMBER_10PCT
S00010976,2024-01-30 17:23:00,I002,CHEESEBURGER,V011,P19,E339,1,12.5,12.5,0.0,
S00010977,2024-02-27 19:52:00,I004,POPCORN,V001,P33,E325,1,7.0,6.3,0.7,MEMBER_10PCT
S00010977,2024-02-27 19:52:00,I009,COCKTAIL,V001,P33,E325,1,18.0,9.0,9.0,BOGO_50
S00010978,2024-01-30 20:21:00,I001,HOT DOG,V002,P09,E357,2,17.0,17.0,0.0,
S00010978,2024-01-30 20:21:00,I009,COCKTAIL,V002,P09,E357,1,18.0,18.0,0.0,
S00010978,2024-01-30 20:21:00,I012,ENERGY DRINK,V002,P09,E357,1,7.5,6.75,0.75,MEMBER_10PCT
S00010978,2024-01-30 20:21:00,I004,POPCORN,V002,P09,E357,1,7.0,7.0,0.0,
S00010979,2024-02-10 20:04:00,I006,WATER,V011,P23,E266,2,10.0,10.0,0.0,
S00010979,2024-02-10 20:04:00,I005,SODA,V011,P23,E266,2,12.0,10.8,1.2,MEMBER_10PCT
S00010979,2024-02-10 20:04:00,I004,POPCORN,V011,P23,E266,1,7.0,7.0,0.0,
S00010979,2024-02-10 20:04:00,I008,CANNED BEER,V011,P23,E266,1,12.0,12.0,0.0,
S00010980,2024-02-24 19:12:00,I008,CANNED BEER,V010,P42,E297,1,12.0,12.0,0.0,
S00010980,2024-02-24 19:12:00,I007,DRAFT BEER,V010,P42,E297,1,14.0,7.0,7.0,BOGO_50
S00010980,2024-02-24 19:12:00,I009,COCKTAIL,V010,P42,E297,1,18.0,18.0,0.0,
S00010981,2024-01-04 22:11:00,I005,SODA,V002,P12,E170,2,12.0,12.0,0.0,
S00010981,2024-01-04 22:11:00,I007,DRAFT BEER,V002,P12,E170,2,28.0,21.0,7.0,BOGO_50
S00010981,2024-01-04 22:11:00,I004,POPCORN,V002,P12,E170,1,7.0,7.0,0.0,
S00010981,2024-01-04 22:11:00,I007,DRAFT BEER,V002,P12,E170,2,28.0,28.0,0.0,
S00010982,2024-02-06 17:18:00,I003,FRIES,V002,P12,E027,2,12.0,12.0,0.0,
S00010982,2024-02-06 17:18:00,I007,DRAFT BEER,V002,P12,E027,1,14.0,14.0,0.0,
S00010982,2024-02-06 17:18:00,I010,CHICKEN TENDERS,V002,P12,E027,2,27.0,27.0,0.0,
S00010983,2024-01-02 21:53:00,I012,ENERGY DRINK,V011,P22,E232,1,7.5,7.5,0.0,
S00010984,2024-03-01 00:00:00,I010,CHICKEN TENDERS,V010,P39,E373,1,13.5,13.5,0.0,
S00010985,2024-02-13 19:16:00,I001,HOT DOG,V002,P27,E238,1,8.5,8.5,0.0,
S00010985,2024-02-13 19:16:00,I002,CHEESEBURGER,V002,P27,E238,1,12.5,11.25,1.25,MEMBER_10PCT
S00010985,2024-02-13 19:16:00,I002,CHEESEBURGER,V002,P27,E238,1,12.5,12.5,0.0,
S00010986,2024-01-20 19:31:00,I008,CANNED BEER,V001,P28,E032,1,12.0,12.0,0.0,
S00010987,2024-01-06 20:19:00,I003,FRIES,V003,P05,E282,1,6.0,6.0,0.0,
S00010987,2024-01-06 20:19:00,I005,SODA,V003,P05,E282,1,6.0,4.0,2.0,PROMO_2_OFF
S00010987,2024-01-06 20:19:00,I007,DRAFT BEER,V003,P05,E282,1,14.0,12.6,1.4,MEMBER_10PCT
S00010987,2024-01-06 20:19:00,I002,CHEESEBURGER,V003,P05,E282,1,12.5,12.5,0.0,
S00010988,2024-02-27 18:41:00,I004,POPCORN,V001,P22,E154,1,7.0,7.0,0.0,
S00010989,2024-01-16 18:49:00,I004,POPCORN,V001,P08,E073,1,7.0,7.0,0.0,
S00010989,2024-01-16 18:49:00,I006,WATER,V001,P08,E073,1,5.0,5.0,0.0,
S00010990,2024-01-23 22:34:00,I002,CHEESEBURGER,V010,P30,E172,1,12.5,10.5,2.0,PROMO_2_OFF
S00010990,2024-01-23 22:34:00,I009,COCKTAIL,V010,P30,E172,1,18.0,18.0,0.0,
S00010991,2024-01-02 23:20:00,I007,DRAFT BEER,V011,P13,E361,1,14.0,12.6,1.4,MEMBER_10PCT
S00010991,2024-01-02 23:20:00,I011,NACHOS,V011,P13,E361,1,10.0,10.0,0.0,
S00010991,2024-01-02 23:20:00,I011,NACHOS,V011,P13,E361,2,20.0,20.0,0.0,
S00010991,2024-01-02 23:20:00,I007,DRAFT BEER,V011,P13,E361,1,14.0,14.0,0.0,
